Brand,grade,reviews,fragrance family,fragrance name,fragrance classification,volume,top notes,heart notes,base notes,gender,product form,year of launch,strength,sustainable,country of origin,ingredients
Estee Lauder,4.7,643,Citrus,Beautiful,Estee Lauder,"Available in 1 ml, 4 ml, 5 ml, 8 ml, 15 ml, 30 ml, 44 ml, 75 ml, 90 ml, 100 ml, 104 ml, 150 ml, 200 ml, 248 ml and 500 ml","Mandarin, Lily, Marigold (Tagete), Rose (Bulgarian), Tuberose","Carnation, Jasmine (Egyptian), Jasmine (Moroccan), Lily of the Valley (Muguet), Orange blossom, Ylang-ylang, Clary sage, Thyme","Iris (Orris), Myrrh, Sandalwood, Vetiver, Oakmoss, Cistus labdanum (Rockrose), Olibanum, Tonka bean, Vanilla",Women,,1985,,,,
Boucheron,4.7,520,Citrus,Boucheron,Boucheron,"Available in 2 ml, 5 ml, 6 ml, 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 75 ml, 90 ml, 100 ml, 104 ml, 151 ml and 200 ml","Bergamot, Mandarin, Orange (bitter), Marigold (Tagete), Orange blossom, Galbanum, Basil, Apricot","Jasmine (Moroccan), Narcissus, Tuberose, Ylang-ylang, Broom","Patchouli, Sandalwood, Amber, Civet, Tonka bean, Vanilla",Women,,1988,,,,
Elizabeth Arden,4.6,540,Bergamot,5th Avenue,Elizabeth Arden,"Available in 1 ml, 4 ml, 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 75 ml, 100 ml, 125 ml, 150 ml and 200 ml","Bergamot, Mandarin, Lilac, Lily of the Valley (Muguet), Linden blossom, Magnolia, Aldehydes","Jasmine, Rose (Bulgarian), Tuberose, Violet, Ylang-ylang, Clove, Nutmeg, Peach","Iris (Orris), Sandalwood, Amber, Musk, Tonka bean, Vanilla",Women,,1996,,,,
Revlon,4.8,237,Citrus,Fire & Ice,Revlon,"Available in 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 60 ml and 100 ml","Tangerine, Davana, Orange blossom, Osmanthus","Magnolia, Narcissus, Orchid (Sunset), Tuberose","Spices, Exotic woods, Amber, Musk, Vanilla",Women,,1994,,,,
Jovan,4.7,285,Bergamot,Jovan Musk,Jovan,"Available in 8 ml, 10 ml, 11 ml, 26 ml, 30 ml, 44 ml, 59 ml, 60 ml, 75 ml, 90 ml, 96 ml, 150 ml, 240 ml and 355 ml","Lemon, Lavender, Spearmint, Aldehydes","Lily of the valley, neroli, Ylang-ylang, clove","Patchouli, Vetiver, Amber, Musk",Women,,1972,,,,
Yves Saint Laurent,4.7,75,Cedar,Libre,Yves Saint Laurent,"Available in 8 ml, 30 ml, 50 ml and 90 ml",,,,Women,,2019,,,,
Coach,4.6,160,Bergamot,Coach,Coach,"Available in 2 ml, 4 ml, 7 ml, 8 ml, 38 ml, 60 ml, 100 ml and 200 ml",,,,Men,,2017,,,,
Tommy Hilfiger,4.7,243,Floral,Tommy Girl,Tommy Hilfiger,"Available in 1 ml, 7 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml and 200 ml","Mandarin, Tangerine, Apple blossom, Camellia, Leaves (green), Spearmint, Blackcurrant buds (Cassis)","Heather, Jasmine (desert), Magnolia, Rose (Cherokee), Violet (Butterfly), Honeysuckle","Cedarwood, Sandalwood",Women,,1996,,,,
Versace,4.6,240,Patchouli,Versace Pour Femme Dylan Blue,Versace,"Available in 1 ml, 5 ml, 24 ml, 30 ml, 50 ml and 100 ml",,,,Women,,2017,,,,
Tommy Hilfiger,4.7,181,Citrus,Tommy Hilfiger,Tommy Hilfiger,"Available in 1 ml, 7 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 120 ml, 195 ml and 200 ml","Grapefruit, Yuzu, Rain note, Lavender (Iowa), Grass (blue), Spearmint, Cranberries","Cactus flower, Rose (Texas Yellow), Cinnamon, Nutmeg, Spruce (blue), Applepie note, Cranberries, Juniperberry, Pineapple (green)","Atlantic driftwood note, Cottonwood, Driftwood accord, Maplewood (red), Amber",Men,,1995,,,,
Versace,4.5,262,Citrus,Blue Jeans,Versace,"Available in 1 ml, 7 ml, 8 ml and 75 ml","Bergamot, Citrus accord, Geranium, Rose, Galbanum, Juniperberry","Jasmine, Lavender, Violet, Nutmeg","Iris (Orris), Cedarwood, Sandalwood, Vetiver, Amber, Musk, Vanilla",Men,,1994,,,,
Carolina Herrera,4.8,140,Jasmine,Good Girl,Carolina Herrera,"Available in 8 ml, 30 ml, 50 ml, 80 ml, 151 ml and 200 ml",,,,Women,,2016,,,,
Paul Sebastian,4.7,517,Citrus,Design,Paul Sebastian,"Available in 1 ml, 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 60 ml, 100 ml, 120 ml, 133 ml, 150 ml, 195 ml and 200 ml","Mandarin, Tangerine, Cyclamen, Green notes, Herbs","Jasmine, Lilac, Lily of the Valley (Muguet), Neroli, Orange blossom, Tuberose, Ylang-ylang, Aldehydes","Violet, Cedarwood, Vetiver, Oakmoss, Amber, Cistus labdanum (Rockrose), Musk, Powdery notes",Women,,1985,,,,
Ralph Lauren,4.6,375,Earthy Greens,Polo,Ralph Lauren,"Available in 7 ml, 8 ml, 15 ml, 44 ml, 50 ml, 60 ml, 62 ml, 71 ml, 75 ml, 120 ml, 150 ml, 157 ml, 200 ml and 240 ml","Spruce, Basil, Chamomile, Coriander, Thyme","Clove, Marjoram, Coriander","Leather, Patchouli, Oakmoss, Tobacco leaves",Men,,1978,,,,
Jimmy Choo,4.6,137,Citrus,Jimmy Choo Illicit,Jimmy Choo,"Available in 2 ml, 4 ml, 8 ml, 10 ml, 38 ml, 60 ml, 100 ml and 150 ml",,,,Women,,2015,,,,
Burberry,4.6,368,Bergamot,Burberry Brit,Burberry,"Available in 1 ml, 5 ml, 7 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 150 ml, 200 ml, 248 ml and 260 ml","Bergamot, Mandarin (green), Cardamom, Ginger","Rose (Eglantine-wild), Nutmeg, Cedarwood","Woody notes, Musk (grey), Tonka bean",Men,,2004,,,,
Britney Spears,4.7,532,Earthy Greens,Fantasy,Britney Spears,"Available in 1 ml, 4 ml, 5 ml, 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 100 ml, 200 ml and 240 ml","Kiwi, Lychee, Quince","Jasmine, Orchid (white chocolate), Cupcake accord","Iris (Orris), Woody notes, Musk (creamy)",Women,,2005,,,,
Donna Karan,4.7,345,Citrus,Be Delicious,Donna Karan,"Available in 2 ml, 6 ml, 7 ml, 8 ml, 10 ml, 30 ml, 50 ml, 100 ml, 125 ml, 150 ml, 151 ml and 494 ml","Grapefruit, Apple (red), Cucumber","Lily of the Valley (Muguet), Magnolia, Rose, Tuberose, Violet","Sandalwood, Woods (blonde), Amber (white), Tender skin accord",Women,,2006,,,,
Burberry,4.7,345,Fruity,Weekend,Burberry,"Available in 2 ml, 4 ml, 8 ml, 30 ml, 50 ml, 100 ml, 150 ml, 195 ml and 200 ml","Tangerine, Reseda sap, Sap (green), Waterfruits","Cyclamen, Hyacinth (blue), Iris (Orris), Peach blossom, Rose (Eglantine-wild)","Cedarwood, Sandalwood, Musk",Women,,1997,,,,
Coach,4.6,205,Fruity,Coach,Coach,"Available in 2 ml, 4 ml, 8 ml, 30 ml, 50 ml, 90 ml and 100 ml",,,,Women,,2016,,,,
Sean John,4.5,327,Bergamot,Unforgivable,Sean John,"Available in 1 ml, 8 ml, 15 ml, 30 ml, 50 ml, 60 ml, 75 ml, 100 ml, 125 ml and 177 ml","Bergamot, Grapefruit, Lemon, Tangerine, Champagne accord, Juniperberry","Iris (Florentine), Lavender, Basil, Clary sage, Mediterranean air accord","Cashmere accord, Sandalwood (Australian), Cool sea moss, Amber, Cool breeze note, Tonka bean",Men,,2006,,,,
Lancome,4.8,485,fall,Tresor,Lancome,"Available in 1 ml, 5 ml, 6 ml, 7 ml, 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 96 ml, 100 ml, 104 ml, 150 ml, 189 ml and 200 ml","Lily of the Valley (Muguet), Rose (white), Apricot, Peach, Peach (white)","Iris (Orris), Lilac, Rose, Heliotrope, Peach","Sandalwood, Vetiver, Amber, Musk, Vanilla",Women,,1990,,,,
Ralph Lauren,4.5,146,,Polo Red,Ralph Lauren,"Available in 2 ml, 15 ml, 30 ml, 38 ml, 75 ml, 77 ml, 125 ml, 177 ml, 200 ml and 300 ml",,,,Men,,2013,,,,
Giorgio Armani,4.6,501,Citrus,Armani Code,Giorgio Armani,"Available in 1 ml, 4 ml, 8 ml, 15 ml, 20 ml, 30 ml, 50 ml, 75 ml, 77 ml, 100 ml, 125 ml, 150 ml and 200 ml","Bergamot, Lemon",Olive flower,"Guaïac wood, Tonka bean",Men,,2004,,,,
Liz Claiborne,4.5,340,Citrus,Curve,Liz Claiborne,"Available in 1 ml, 5 ml, 8 ml, 15 ml, 30 ml, 50 ml, 75 ml, 77 ml, 100 ml, 125 ml, 200 ml and 229 ml","Bergamot, Lavender, Leaves (green), Juniperberry","Bergamot, Cactus flower, Cardamom, Fir (Douglas), Ginseng","Pepper (black), Mahogany, Sandalwood, Vetiver, Amber",Men,,1996,,,,
Cacharel,4.5,149,Jasmine,Anais Anais L'original,Cacharel,"Available in 8 ml, 30 ml, 50 ml and 100 ml",,,,Women,,1978,,,,
Viktor & Rolf,4.7,479,Bergamot,Flowerbomb,Viktor & Rolf,"Available in 1 ml, 7 ml, 8 ml, 10 ml, 20 ml, 30 ml, 50 ml, 100 ml, 200 ml and 302 ml","Bergamot, Tea","Freesia, Jasmine (Sambac), Orange blossom, Orchid (Cattleya), Rose (Rosa Centifolia)",Patchouli,Women,,2005,,,,
Burberry,4.4,215,Cedar,Burberry Touch,Burberry,"Available in 2 ml, 5 ml, 8 ml, 15 ml, 30 ml, 50 ml, 100 ml, 195 ml and 200 ml","Orange, Dewberry, Pepper (rose / pink), Blackcurrant buds (Cassis)","Jasmine, Lily (Madonna), Rose, Tuberose, Peach, Raspberry","Cedarwood, Oakmoss, Vanilla",Women,,2000,,,,
Christian Audigier,4.7,280,Citrus,Ed Hardy,Christian Audigier,"Available in 1 ml, 7 ml, 8 ml, 30 ml, 50 ml, 90 ml, 100 ml, 125 ml, 200 ml and 240 ml","Grapefruit (ruby red), Apple sorbet, Mango, Strawberry (wild)","Freesia, Lily of the Valley (Muguet), Linden blossom","Amber, Musks, Tonka bean, Vanilla souffle",Women,,2008,,,,
Perry Ellis,4.7,396,Floral,Perry Ellis 360,Perry Ellis,"Available in 4 ml, 7 ml, 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 60 ml, 90 ml, 100 ml, 120 ml, 200 ml and 240 ml",,,,Women,,,,,,
Gucci,4.7,155,Citrus,Gucci Guilty,Gucci,"Available in 2 ml, 5 ml, 8 ml, 30 ml, 50 ml, 71 ml, 90 ml, 100 ml and 150 ml","Lemon, Lavender, Pepper (rose / pink)","Neroli, Orange blossom","Cedarwood, Patchouli",Men,,2011,,,,
Calvin Klein,4.5,333,Earthy Greens,Euphoria,Calvin Klein,"Available in 1 ml, 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 75 ml, 100 ml, 160 ml and 200 ml","Raindrop accord, Ginger pepper cocktail, Chilled sudachi","Cedar leaves, Basil (black), Sage","Patchouli, Redwood (Brazilian), Suede, Amber",Men,,2006,,,,
Revlon,4.7,176,"Musk, Amber",Ciara 100%,Revlon,"Available in 28 ml, 30 ml and 68 ml",,,,Women,,,,,,
Dolce & Gabbana,4.7,515,Cedar,Dolce & Gabbana,Dolce & Gabbana,"Available in 2 ml, 4 ml, 8 ml, 38 ml, 50 ml, 75 ml, 100 ml, 125 ml, 150 ml, 200 ml and 248 ml","Bergamot, Lemon, Mandarin, Orange, Neroli","Lavender, Cardamom, Pepper, Sage, Tarragon","Iris (Orris), Cedarwood, Sandalwood, Musk, Tobacco, Coumarin, Tonka bean",Men,,1994,,,,
Ariana Grande,4.4,85,fresh,Sweet Like Candy,Ariana Grande,"Available in 8 ml, 100 ml and 240 ml",,,,Women,,2016,,,,
Hugo Boss,4.6,481,Woodsy,Boss No. 6,Hugo Boss,"Available in 1 ml, 5 ml, 8 ml, 30 ml, 50 ml, 71 ml, 75 ml, 100 ml, 104 ml, 150 ml and 200 ml",,,,Men,,,,,,
Paco Rabanne,4.7,252,fresh,Invictus,Paco Rabanne,"Available in 1 ml, 5 ml, 8 ml, 10 ml, 50 ml, 75 ml, 100 ml, 150 ml, 151 ml and 200 ml",,,,Men,,2013,,,,
Christian Dior,4.7,375,Bergamot,Jadore,Christian Dior,"Available in 1 ml, 5 ml, 8 ml, 15 ml, 30 ml, 50 ml, 75 ml, 100 ml, 150 ml, 154 ml and 200 ml","Bergamot, Mandarin, Champaca, Leaves (Ivy)","Jasmine (Sambac), Rose (Turkish, Ottoman), Sweet pea(EdT), Violet, Orchid (crystallised)","Amaranth wood, Musk (blackberry), Plum (Damson)",Women,,2010,,,,
Kenzo,4.6,380,Citrus,Kenzo Flower,Kenzo,"Available in 1 ml, 2 ml, 4 ml, 8 ml, 10 ml, 30 ml, 50 ml, 100 ml, 125 ml and 150 ml","FLORAL ENERGY ACCORD, Hawthorn (Aubepine), Rose (Bulgarian), Violet (Parma), Cassia bark, Amber(Parfum)","POWDER POWER ACCORD, Musks (white), Opopanax, Vanilla, Almond(Parfum)","URBAN ENERGY ACCORD, Cyclosal, Hedione",Women,,2000,,,,
Paloma Picasso,4.7,433,fresh,Paloma Picasso,Paloma Picasso,"Available in 1 ml, 5 ml, 7 ml, 8 ml, 20 ml, 27 ml, 30 ml, 38 ml, 50 ml, 75 ml, 100 ml, 133 ml, 150 ml, 200 ml, 214 ml, 248 ml and 250 ml","Bergamot, Lemon, Hyacinth, Ylang-ylang, Clove, Angelica root","Iris (Orris), Jasmine, Lily of the Valley (Muguet), Rose (May Rose or Rose de Mai), Coriander","Cedarwood, Patchouli, Sandalwood, Vetiver, Oakmoss, Amber, Castoreum, Civet, Musk, Tobacco",Women,,1995,,,,
Mont Blanc,4.6,239,fresh,Montblanc Legend Spirit,Mont Blanc,"Available in 4 ml, 7 ml, 8 ml, 30 ml, 50 ml, 100 ml, 200 ml and 299 ml",,,,Men,,2016,,,,
Jimmy Choo,4.6,177,,Jimmy Choo Fever,Jimmy Choo,"Available in 4 ml, 7 ml, 8 ml, 60 ml, 100 ml and 150 ml",,,,Women,,2018,,,,
Paco Rabanne,4.5,317,Spicy,Paco Rabanne,Paco Rabanne,"Available in 1 ml, 5 ml, 8 ml, 20 ml, 30 ml, 50 ml, 65 ml, 75 ml, 100 ml, 151 ml, 195 ml, 200 ml, 976 ml and 1000 ml","Bergamot, Lemon, Lavender, Tarragon, Thyme","Geranium, Cinnamon, Clove, Cumin, Clary sage, Rosemary","Myrrh, Oakmoss, Treemoss, Cistus labdanum (Rockrose), Tobacco",Men,,1973,,,,
Guerlain,4.7,503,Bergamot,Samsara,Guerlain,"Available in 4 ml, 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 75 ml, 92 ml, 100 ml, 104 ml and 200 ml",Bergamot,"Jasmine (Sambac), Narcissus, Rose, Ylang-ylang","Iris (Orris), Sandalwood, Tonka bean, Vanilla",Women,,1989,,,,
Giorgio Beverly Hills,4.8,415,Floral,Red,Giorgio Beverly Hills,"Available in 1 ml, 4 ml, 7 ml, 8 ml, 10 ml, 30 ml, 50 ml, 75 ml, 90 ml, 100 ml, 104 ml, 200 ml and 240 ml","Bergamot, Carnation, Gardenia, Hyacinth, Mimosa, Orange blossom, Cardamom, Blackcurrant buds (Cassis), Cherry","Gardenia, Iris (Orris), Jasmine, Lily of the Valley (Muguet), Rose (Bulgarian), Rose (May Rose or Rose de Mai), Tuberose, Ylang-ylang","Cedarwood, Patchouli, Sandalwood, Oakmoss, Amber-like notes, Cistus labdanum (Rockrose), Musk-like notes, Vanilla",Women,,1989,,,,
Kenneth Cole,4.6,278,fall,Kenneth Cole Black,Kenneth Cole,"Available in 1 ml, 8 ml, 15 ml, 30 ml, 50 ml, 77 ml, 100 ml, 177 ml and 200 ml","Mandarin, Ginger, Basil, Watermint","Lotus flower, Nutmeg, Cedar leaves, Incense","Violet leaves, Ambergris, Musk, Suede (black)",Men,,2003,,,,
Prada,4.7,225,,Prada Candy,Prada,"Available in 2 ml, 8 ml, 30 ml, 50 ml, 80 ml and 150 ml","MUSK ACCORD, Musk (white)","BENZOIN ACCORD, Benzoin (Sumatra)","CARAMEL ACCORD, Caramel",Women,,2011,,,,
Ralph Lauren,4.7,266,Earthy Greens,Polo Black,Ralph Lauren,"Available in 1 ml, 7 ml, 8 ml, 15 ml, 30 ml, 41 ml, 75 ml, 125 ml and 200 ml","Sage, Effervescent accord (green), Iced mango","Lush liquid accord, Artemisia (Armoise), Hedione","Patchouli, Sandalwood, Timberol, Tonka bean",Men,,2005,,,,
Versace,4.5,328,Earthy Greens,Dreamer,Versace,"Available in 1 ml, 5 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 150 ml and 200 ml","Wildflower, Tarragon, Juniperberry","Iris (Orris), Lily (Amber), Linden blossom","Tobacco flower, Amber",Men,,1996,,,,
Donna Karan,4.7,425,Bergamot,Cashmere Mist,Donna Karan,"Available in 3 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 150 ml, 177 ml, 200 ml and 450 ml",Bergamot,"Jasmine (Moroccan), Lily of the Valley (Muguet), Suede","Cashmere accord, Sandalwood, Amber, Musk, Vanilla",Women,,1994,,,,
Dolce & Gabbana,4.4,96,Cedar,K By Dolce & Gabbana,Dolce & Gabbana,"Available in 8 ml, 50 ml, 100 ml and 150 ml",,,,Men,,2019,,,,
Hugo Boss,4.6,296,Cedar,Hugo Deep Red,Hugo Boss,"Available in 2 ml, 8 ml, 30 ml, 50 ml, 75 ml, 90 ml, 150 ml and 189 ml","Orange (blood), Clementine, Blackcurrant buds (Cassis), Pear","Freesia, Ginger flower, Pittosporum, Hibiscus seeds (Ambrette)","Cashmeran, Cedarwood, Sandalwood, Musk-like notes, Vanilla",Women,,2001,,,,
Juicy Couture,4.5,548,Citrus,Juicy Couture,Juicy Couture,"Available in 1 ml, 4 ml, 5 ml, 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 80 ml, 100 ml, 125 ml, 200 ml, 222 ml, 248 ml, 254 ml, 300 ml and 311 ml","Mandarin, Hyacinth (water), Marigold (Tagete), Apple (green), Passionfruit, Watermelon","Lily, Rose (wild), Tuberose","Patchouli, Woods (precious), Vanilla, Crème Brulée",Women,,2006,,,,
Jimmy Choo,4.7,97,Vanilla,Jimmy Choo Man Blue,Jimmy Choo,"Available in 8 ml, 30 ml, 50 ml, 75 ml and 100 ml",,,,Men,,2018,,,,
Elizabeth Arden,4.5,373,Bergamot,Green Tea,Elizabeth Arden,"Available in 1 ml, 4 ml, 7 ml, 8 ml, 10 ml, 15 ml, 30 ml, 44 ml, 50 ml, 75 ml, 100 ml, 200 ml, 248 ml and 497 ml","Bergamot, Lemon, Orange, Orange zest, Peppermint, Rhubarb","Carnation, Jasmine, Tea (Green), Celery seed","Oakmoss Amber (white), Musk",Women,,1999,,,,
Versace,4.6,166,,Bright Crystal Absolu,Versace,"Available in 5 ml, 8 ml, 9 ml, 30 ml, 50 ml and 90 ml",,,,Women,,2013,,,,
Burberry,4.5,185,Citrus,Burberry Brit Sheer,Burberry,"Available in 2 ml, 5 ml, 8 ml, 30 ml, 50 ml, 100 ml, 150 ml and 200 ml","Mandarin, Yuzu, Pineapple leaves, Grapes, Lychee","Peach blossom, Peony (pink), Pear (Nashi)","Woods (blonde), Musk (white)",Women,,2007,,,,
Versace,4.4,16,Lemon,Versace Pour Femme Dylan Turquoise,Versace,Available in 50 ml and 100 ml,,,,Women,,2020,,,,
Burberry,4.8,186,Cedar,Burberry,Burberry,"Available in 2 ml, 5 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 150 ml and 195 ml","Bergamot, Lavender, Mint, Thyme","Geranium, Sandalwood, Oakmoss, Pineapple","Cedarwood, Amber, Tonka bean",Men,,1995,,,,
Versace,4.6,306,,Versace Eros,Versace,"Available in 1 ml, 5 ml, 8 ml, 9 ml, 30 ml, 50 ml, 100 ml and 200 ml",,,,Women,,,,,,
Armaf,4.6,128,Bergamot,Club De Nuit,Armaf,"Available in 50 ml, 100 ml, 106 ml, 195 ml and 248 ml",,,,Women,,,,,,
Britney Spears,4.5,264,fall,Fantasy Midnight,Britney Spears,"Available in 8 ml, 30 ml, 50 ml, 100 ml and 240 ml","Cherry (black), Plum, Raspberry","Freesia, Iris (Orris), Orchid","Amber, Musk, Vanilla",Women,,2006,,,,
Versace,4.6,98,Lemon,Versace Eros Flame,Versace,"Available in 1 ml, 5 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 200 ml and 248 ml",,,,Men,,2018,,,,
Ralph Lauren,4.6,141,Jasmine,Polo Sport,Ralph Lauren,"Available in 8 ml, 12 ml, 38 ml, 75 ml, 77 ml, 120 ml, 125 ml and 151 ml","Bergamot, Lemon, Tangerine, Lavender, Seaweed, Mint, Aldehydes, Pineapple","Geranium, Jasmine, Orange blossom, Rose, Ginger, Nutmeg, Rosewood, Seaweed","Sandalwood, Vetiver, Oakmoss, Seaweed, Amber, Musk",Men,,1993,,,,
Dana,4.5,149,Floral,Love's Baby Soft,Dana,"Available in 15 ml, 30 ml, 44 ml, 52 ml, 68 ml, 75 ml, 100 ml, 120 ml, 177 ml and 189 ml","Lemon, Dewberry, Aldehydes, Papaya, Raspberry","Jasmine, Rose, Heliotrope, Mango, Peach","Cedarwood, Sandalwood, Amber, Tonka bean, Vanilla",Women,,1974,,,,
Paris Hilton,4.5,181,Floral,Paris Hilton,Paris Hilton,"Available in 1 ml, 7 ml, 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 90 ml, 100 ml, 200 ml and 240 ml","Ozonic accord, Lily of the Valley (Muguet), Apple (frozen), Peach","Freesia, Jasmine, Mimosa, Tuberose","Ylang-ylang, Sandalwood, Oakmoss, Musk (Skin accord), Pheromone",Women,,2004,,,,
Jimmy Choo,4.5,81,Bergamot,Jimmy Choo Ice,Jimmy Choo,"Available in 30 ml, 50 ml and 100 ml",,,,Men,,2017,,,,
Estee Lauder,4.8,253,Floral,White Linen,Estee Lauder,"Available in 3 ml, 5 ml, 15 ml, 30 ml, 52 ml, 60 ml, 75 ml, 90 ml, 125 ml, 126 ml, 200 ml and 240 ml","Hyacinth, Jasmine, Lily of the Valley (Muguet), Aldehydes","Iris (Orris), Lilac, Rose (Bulgarian), Violet, Pimento (Allspice)","Vetiver, Oakmoss, Amber",Women,,1978,,,,
Azzaro,4.5,473,Citrus,Azzaro,Azzaro,"Available in 1 ml, 5 ml, 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 67 ml, 75 ml, 77 ml, 100 ml, 104 ml, 125 ml, 126 ml, 150 ml, 154 ml, 200 ml, 240 ml, 248 ml and 393 ml","Bergamot, Lemon, Petitgrain, Geranium, Lavender, Basil","Cardamom, Patchouli, Vetiver, Oakmoss, Anise (Aniseed), Fennel","Sandalwood, Amber, Ambergris, Musk",Men,,1978,,,,
Jimmy Choo,4.9,26,Jasmine,Jimmy Choo I Want Choo,Jimmy Choo,"Available in 38 ml, 60 ml and 100 ml",,,,Women,,2020,,,,
Rochas,4.4,141,,Moustache,Rochas,"Available in 75 ml, 100 ml, 121 ml and 125 ml","Bergamot, Orange (bitter), Petitgrain","Geranium, Clary sage","Patchouli, Sandalwood",Men,,1948,,,,
Thierry Mugler,4.6,779,Floral,Alien,Thierry Mugler,"Available in 1 ml, 6 ml, 8 ml, 10 ml, 15 ml, 24 ml, 30 ml, 50 ml, 60 ml, 90 ml, 100 ml, 104 ml, 125 ml, 200 ml and 207 ml","Jasmine (Sambac), Cardamom","Orange blossom, Cumin, Cashmeran","Amber (white), Heliotrope",Women,,2005,,,,
Dana,4.6,318,Floral,Tabu,Dana,"Available in 4 ml, 7 ml, 8 ml, 12 ml, 15 ml, 30 ml, 44 ml, 50 ml, 52 ml, 53 ml, 60 ml, 68 ml, 75 ml, 90 ml, 115 ml, 120 ml, 177 ml, 240 ml and 355 ml","Bergamot, Lemon, Basil, Tarragon","Jasmine, Lily of the Valley (Muguet), Rose, Ylang-ylang, Heliotrope","Patchouli, Oakmoss, Musk, Benzoin, Vanilla",Women,,1932,,,,
Ralph Lauren,4.7,355,Floral,Romance,Ralph Lauren,"Available in 1 ml, 7 ml, 8 ml, 30 ml, 50 ml, 100 ml, 150 ml and 200 ml","Tangerine, Freesia (yellow), Marigold (Tagete), Rose (Sungoddess), Ginger, Chamomile","Lily (Day), Lotus flower, Violet","Exotic woods, Patchouli, Oakmoss, Musk (Skin 2000 accord)",Women,,1998,,,,
Hugo Boss,4.7,114,Citrus,Boss Bottled Night,Hugo Boss,"Available in 2 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml and 200 ml","Lemon leaves, Lavender, Birch leaves","Jasmine, Linden blossom, Violet (African), Cardamom","Sandalwood, Musk, Vanilla",Men,,2010,,,,
4711,4.4,322,Bergamot,4711,4711,"Available in 1 ml, 8 ml, 15 ml, 18 ml, 30 ml, 50 ml, 60 ml, 67 ml, 75 ml, 90 ml, 100 ml, 104 ml, 150 ml, 151 ml, 200 ml, 300 ml, 400 ml, 500 ml and 800 ml","Bergamot, Lemon, Orange, Petitgrain, Neroli","Rosemary, Rose","Musk, Wood",Men,,1792,,,,
Ariana Grande,4.7,72,Rose,Ari,Ariana Grande,"Available in 7 ml, 50 ml, 100 ml and 240 ml",,,,Women,,2015,,,,
Prince Matchabelli,4.5,235,"Musk, Amber",Wind Song,Prince Matchabelli,"Available in 7 ml, 8 ml, 40 ml, 75 ml, 77 ml, 95 ml, 120 ml, 248 ml and 355 ml","Mandarin, Jasmine, Rose, Leaves (green)","Carnation, Jasmine, Ylang-ylang, Clove","Sandalwood, Amber, Musk",Women,,1952,,,,
Jovan,4.5,201,Floral,Jovan Musk,Jovan,"Available in 15 ml, 30 ml, 60 ml, 75 ml, 90 ml, 120 ml, 150 ml and 240 ml","Lemon, Lavender, Neroli, Spearmint, Aldehydes","Clove, Nutmeg, Coriander","Patchouli, Vetiver, Amber, Musk",Men,,1973,,,,
Diesel,4.4,146,Citrus,Diesel Plus Plus,Diesel,Available in 75 ml,"Bergamot, Orange, Cardamom, Heliotrope","Jasmine, Lily of the Valley (Muguet), Rose, Violet, Green notes","Cinnamon, Clove, Nutmeg, Patchouli, Woody accord, Amber, Musk, Anise (Aniseed), Vanilla",Men,,1997,,,,
Lanvin,4.7,627,Citrus,Eclat D'arpege,Lanvin,"Available in 1 ml, 5 ml, 8 ml, 30 ml, 50 ml, 100 ml, 150 ml and 200 ml","Lemon leaves, Lilac (green)","Osmanthus, Peach blossom, Peony (red), Wisteria, Tea (Green)","Cedarwood (Lebanon), Amber, Musks",Women,,2002,,,,
Hermes,4.6,399,Cedar,Terre D'hermes,Hermes,"Available in 1 ml, 2 ml, 5 ml, 8 ml, 15 ml, 30 ml, 50 ml, 75 ml, 100 ml, 104 ml, 125 ml, 150 ml, 192 ml and 200 ml","Grapefruit, Orange, Geranium, Pepper (rose / pink), Cedarwood, Patchouli, Vetiver, Pepper, Benzoin","Flint, Gunpowder note",,Men,,2006,,,,
Evyan,4.7,398,fall,White Shoulders,Evyan,"Available in 4 ml, 7 ml, 8 ml, 10 ml, 15 ml, 25 ml, 44 ml, 50 ml, 67 ml, 77 ml, 81 ml, 100 ml, 120 ml, 133 ml, 192 ml, 200 ml and 240 ml","Neroli, Tuberose, Aldehydes","Gardenia, Iris (Orris), Jasmine, Lilac, Lily of the Valley (Muguet), Rose","Sandalwood, Oakmoss, Amber, Civet, Musk",Women,,1945,,,,
