Brand,grade,reviews,fragrance family,fragrance name,fragrance classification,volume,top notes,heart notes,base notes,gender,product form,year of launch,strength,sustainable,country of origin,ingredients
Diptyque,5.0,8,fresh,Do Son,Diptyque,"Available in 2 ml, 4 ml, 50 ml, 75 ml and 100 ml",,,,Men and Women,,2005,,,,
Dkhoony,,,,Dkhoony Pure Oud,Dkhoony,Available in 100 ml,,,,Men,,,,,,
Diana Vreeland,1.0,1,,Diana Vreeland Absolutely Vital,Diana Vreeland,Available in 100 ml,,,,Women,,,,,,
Demeter,,,Floral,Demeter Wildflowers,Demeter,Available in 120 ml,,,,Women,,2016,,,,
Demeter,,,,Demeter White Russian,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,1.0,1,,Demeter Virgo,Demeter,Available in 50 ml,,,,Women,,2015,,,,
Demeter,2.5,2,Vetiver,Demeter Vetiver,Demeter,Available in 8 ml and 120 ml,,,,Women,,,,,,
Demeter,,,,Demeter Tea Olive,Demeter,Available in 120 ml,,,,Men and Women,,2018,,,,
Demeter,3.0,2,,Demeter Tangerine,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,,,,Demeter Sugar Plum,Demeter,Available in 120 ml,,,,Men and Women,,2012,,,,
Demeter,,,,Demeter String Bean,Demeter,Available in 120 ml,,,,Men and Women,,,,,,
Demeter,,,,Demeter Spicy Pineapple Salsa,Demeter,Available in 120 ml,,,,Men and Women,,,,,,
Demeter,5.0,1,Citrus,Demeter Sour Apple Lollipop,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,,,Rose,Demeter Soft Tuberose,Demeter,Available in 120 ml,,,,Women,,2018,,,,
Demeter,,,,Demeter Sagittarius,Demeter,Available in 50 ml,,,,Women,,2015,,,,
Demeter,,,,Demeter Red Poppies,Demeter,Available in 120 ml,,,,Women,,2009,,,,
Demeter,2.0,2,Citrus,Demeter Raspberry,Demeter,Available in 120 ml,,,,Women,,2016,,,,
Demeter,,,,Demeter Puppy's Breath,Demeter,Available in 120 ml,,,,Men and Women,,,,,,
Demeter,4.0,2,,Demeter Poison Ivy,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,,,,Demeter Plantain,Demeter,Available in 120 ml,,,,Women,,2015,,,,
Demeter,5.0,1,,Demeter Oud,Demeter,Available in 30 ml and 120 ml,,,,Women,,2013,,,,
Demeter,5.0,2,,Demeter New Zealand,Demeter,Available in 30 ml and 120 ml,,,,Men and Women,,2003,,,,
Demeter,,,,Demeter New Car,Demeter,Available in 120 ml,,,,Men and Women,,2018,,,,
Demeter,,,,Demeter Myrhh,Demeter,Available in 120 ml,,,,Men and Women,,2015,,,,
Demeter,5.0,1,,Demeter Molasses,Demeter,Available in 120 ml,,,,Men and Women,,2013,,,,
Demeter,4.0,1,,Demeter Mojito,Demeter,Available in 30 ml and 120 ml,,,,Women,,,,,,
Demeter,,,,Demeter Leo,Demeter,Available in 50 ml,,,,Women,,2015,,,,
Demeter,,,,Demeter Kelp,Demeter,Available in 120 ml,,,,Men and Women,,2019,,,,
Demeter,,,,Demeter Golden Delicious,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,4.0,1,,Demeter Giant Sequoia,Demeter,"Available in 8 ml, 30 ml and 120 ml",,,,Men and Women,,,,,,
Demeter,3.0,3,,Demeter Geranium,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,3.3,3,Vanilla,Demeter Devil's Food,Demeter,Available in 120 ml,,,,Women,,,,,,
Demeter,5.0,1,Vanilla,Demeter Cuba,Demeter,Available in 120 ml,,,,Women,,2015,,,,
Demeter,1.0,1,,Demeter Condensed Milk,Demeter,Available in 120 ml,,,,Men and Women,,,,,,
Demeter,1.0,1,Lemon,Demeter Clean Skin,Demeter,Available in 30 ml and 120 ml,,,,Women,,2012,,,,
Demeter,,,,Demeter Churros,Demeter,Available in 120 ml,,,,Men and Women,,,,,,
Demeter,3.5,2,,Demeter Chamomile Tea,Demeter,Available in 8 ml and 120 ml,,,,Women,,,,,,
Demeter,4.8,4,,Demeter Chai Tea,Demeter,Available in 8 ml and 120 ml,,,,Women,,2009,,,,
Demeter,,,,Demeter Capricorn,Demeter,Available in 50 ml,,,,Women,,2015,,,,
Demeter,,,,Demeter Blood Lime,Demeter,Available in 120 ml,,,,Men and Women,,2016,,,,
Demeter,,,,Demeter Beetroot,Demeter,Available in 120 ml,,,,Men and Women,,,,,,
Demeter,,,,Demeter Basil,Demeter,Available in 8 ml and 120 ml,,,,Men and Women,,,,,,
Marmol & Son,,,,Dc Supergirl,Marmol & Son,Available in 240 ml,,,,Women,,,,,,
Marmol & Son,,,,Dc Cyborg,Marmol & Son,Available in 100 ml and 240 ml,,,,Men,,,,,,
Fragluxe,,,,Cuba Vip,Fragluxe,Available in 100 ml,,,,Women,,,,,,
Fragluxe,,,Patchouli,Cuba Strass Zebra,Fragluxe,Available in 35 ml and 100 ml,,,,Women,,,,,,
Fragluxe,4.0,2,,Cuba Hollywood,Fragluxe,Available in 35 ml,,,,Men,,,,,,
Fragluxe,,,,Cuba Hollywood,Fragluxe,Available in 35 ml,,,,Women,,,,,,
Fragluxe,5.0,1,fresh,Cuba Carnival,Fragluxe,Available in 35 ml,,,,Men,,,,,,
Fragluxe,,,Jasmine,Cuba Carnival,Fragluxe,Available in 35 ml,,,,Women,,,,,,
Fragluxe,3.0,1,Spicy,Cuba Cactus,Fragluxe,Available in 35 ml,,,,Women,,,,,,
Fragluxe,5.0,1,Bergamot,Cuba Brown,Fragluxe,"Available in 35 ml, 60 ml and 100 ml",,,,Men,,,,,,
D.S. & Durga,,,,Crystal Pistil,D.S. & Durga,Available in 50 ml,,,,Men and Women,,,,,,
Xerjoff,4.7,3,Vetiver,Cruz Del Sur Ii,Xerjoff,Available in 50 ml,,,,Men and Women,,2017,,,,
Marina De Bourbon,5.0,2,Jasmine,Cristal Royal,Marina De Bourbon,Available in 100 ml,,,,Women,,2016,,,,
Ted Lapidus,,,Citrus,Creation The Vert,Ted Lapidus,Available in 100 ml,"Bergamot, Grapefruit, Lemon, Star anise, Mint, Tarragon, Tea (Green)","Cyclamen, Jasmine, Lily, Patchouli, Tarragon, Blackcurrant buds (Cassis), Rhubarb","Iris (Orris), Cedarwood, Oakmoss, Musk (white)",Women,,2008,,,,
Ted Lapidus,3.0,1,Bergamot,Creation De Minuit,Ted Lapidus,Available in 100 ml,,,,Women,,2015,,,,
D.S. & Durga,,,Bergamot,Cowboy Grass,D.S. & Durga,Available in 50 ml and 100 ml,,,,Men,,2008,,,,
Carner Barcelona,5.0,1,Bergamot,Costarela,Carner Barcelona,Available in 2 ml and 100 ml,,,,Women,,2016,,,,
Canto,,,Rose,Cor Gentile V,Canto,Available in 100 ml,,,,Men and Women,,2015,,,,
Xerjoff,,,,Coffee Break Golden Dallah,Xerjoff,Available in 50 ml,,,,Men and Women,,2018,,,,
Chanel,,,Jasmine,Coco Mademoiselle L'eau Privee,Chanel,Available in 100 ml,,,,Women,,2020,,,,
Clive Christian,,,Vanilla,Clive Christian Xxi Art Deco Vanilla Orchid,Clive Christian,Available in 1 ml and 50 ml,,,,Women,,2018,,,,
Clive Christian,,,Bergamot,Clive Christian Vii Queen Anne Rock Rose,Clive Christian,Available in 50 ml,,,,Women,,,,,,
Clive Christian,,,Bergamot,Clive Christian V,Clive Christian,Available in 50 ml,,,,Women,,2012,,,,
Clive Christian,,,Patchouli,Clive Christian E Gourmande Oriental,Clive Christian,Available in 50 ml,,,,Men,,2017,,,,
Chopard,5.0,3,Patchouli,Chopard Rose Malaki,Chopard,Available in 80 ml,,,,Men and Women,,2014,,,,
Chopard,2.0,2,Cedar,Chopard Musk Malaki,Chopard,Available in 80 ml,,,,Men and Women,,2017,,,,
Chloe,,,Citrus,Chloe Verbena,Chloe,Available in 50 ml,,,,Women,,2019,,,,
Jacques Bogart,,,Floral,Chevignon 57,Jacques Bogart,"Available in 30 ml, 50 ml and 100 ml","Rosewood, Passionfruit, Pear","Aquatic accord, Jasmine, Lily of the Valley (Muguet), Rose, Violet, Clove, Licorice","Sandalwood, Amber, Musk, Vanilla",Women,,1999,,,,
Chevignon,,,Bergamot,Chevignon 30cc,Chevignon,Available in 8 ml and 30 ml,,,,Men,,2015,,,,
Annick Goutal,4.8,6,Earthy Greens,Ce Soir Ou Jamais,Annick Goutal,"Available in 50 ml, 100 ml and 195 ml","Leaves (green), Hedione, Pear","Lily of the Valley (Muguet), Rose (Turkish, Ottoman), Ambrette seeds",Amber (grey),Women,,1999,,,,
Carven,5.0,4,,Carven Pour Homme,Carven,"Available in 50 ml, 100 ml, 150 ml and 200 ml",,,,Men,,2014,,,,
Muelhens,4.3,3,,Carrera Black,Muelhens,Available in 100 ml,,,,Men,,,,,,
Max Deville,3.0,3,Earthy Greens,Camera Long Lasting,Max Deville,"Available in 6 ml, 30 ml, 50 ml and 100 ml",,,,Men,,,,,,
Calypso Christiane Celle,3.8,5,Bergamot,Calypso Violette,Calypso Christiane Celle,Available in 100 ml,"Bergamot, Lemon leaves Violet","Rose, Rose (Eglantine-wild) Heliotrope",Sandalwood Musk (white) Tonka bean,Women,,1999,,,,
Calypso Christiane Celle,4.0,1,Floral,Calypso Rose,Calypso Christiane Celle,Available in 8 ml and 100 ml,"Freesia, Lily of the Valley (Muguet), Rose","Geranium, Iris (Orris), Clove","Cedarwood, Musk",Women,,2001,,,,
Calypso Christiane Celle,4.0,7,Floral,Calypso Figue,Calypso Christiane Celle,Available in 8 ml and 100 ml,"Fig leaves, Blackcurrant buds (Cassis)","Jasmine, Heliotrope, Fig nectar","Patchouli, Sandalwood",Women,,2006,,,,
Byredo,5.0,1,Jasmine,Byredo Inflorescence,Byredo,Available in 2 ml and 100 ml,,,,Women,,2013,,,,
Byredo,,,,Byredo De Los Santos,Byredo,Available in 100 ml,,,,Men and Women,,,,,,
Byblos,5.0,1,fresh,Byblos Amethyste,Byblos,Available in 120 ml,,,,Women,,,,,,
YZY Perfume,4.0,1,,Bumba,YZY Perfume,Available in 100 ml,,,,Women,,,,,,
Maison Trudon,,,Jasmine,Bruma,Maison Trudon,Available in 1 ml and 100 ml,,,,Women,,2017,,,,
The House of Oud,,,,Breath Of The Infinite,The House of Oud,Available in 75 ml,,,,Men and Women,,2016,,,,
Braccialini,4.0,1,Bergamot,Braccialini Red,Braccialini,Available in 100 ml,,,,Women,,2016,,,,
Braccialini,,,Floral,Braccialini Green,Braccialini,Available in 100 ml,,,,Women,,2017,,,,
Hugo Boss,4.8,6,Jasmine,Boss Essence De Femme,Hugo Boss,Available in 50 ml,,,,Women,,2007,,,,
Atelier Des Ors,,,,Bois Sikar,Atelier Des Ors,Available in 100 ml,,,,Men and Women,,,,,,
Bois 1920,5.0,1,Bergamot,Bois 1920 Parana,Bois 1920,Available in 100 ml,,,,Women,,2018,,,,
Franck Olivier,4.6,34,,Blue Touch,Franck Olivier,Available in 100 ml,,,,Men,,,,,,
Thalia Sodi,,,Bergamot,Blooming Opal,Thalia Sodi,Available in 2 ml and 100 ml,,,,Women,,2019,,,,
The House of Oud,,,Patchouli,Blessing Silence,The House of Oud,Available in 75 ml,,,,Men and Women,,2016,,,,
Pascal Morabito,4.0,1,Bergamot,Black Granit,Pascal Morabito,Available in 100 ml,,,,Men,,2013,,,,
Donna Karan,5.0,24,Citrus,Black Cashmere,Donna Karan,"Available in 30 ml, 50 ml, 75 ml, 100 ml and 200 ml","Masala spices complex, Pepper CO2 (white), Broom, Saffron","Rose (red Marechal), Clove, Nutmeg, Pimento (berry), Patchouli, Incense","Bois de Miel (Honeywood), Wengue wood (Wengé), Cistus labdanum (Rockrose)",Women,,2002,,,,
Bharara Beauty,,,,Bharara Bleu,Bharara Beauty,Available in 100 ml,,,,Men and Women,,,,,,
Lomani,3.0,3,Bergamot,Best,Lomani,Available in 100 ml,"Bergamot, Lemon, Mandarin","Geranium, Lavandin, Artemisia (Armoise), Basil, Tarragon","Cinnamon, Ginger, Cedarwood, Patchouli, Pine, Sandalwood, Vetiver, Amber, Musk",Men,,1998,,,,
Bentley,4.4,5,Cedar,Bentley Infinite Rush,Bentley,"Available in 2 ml, 8 ml and 100 ml",,,,Men,,2016,,,,
Bentley,4.7,3,,Bentley Infinite,Bentley,Available in 2 ml and 100 ml,,,,Men,,,,,,
Bebe,,,,Bebe Luxe Wild,Bebe,Available in 100 ml,,,,Women,,,,,,
Baywatch,,,Cedar,Baywatch Woman,Baywatch,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,1996,,,,
Barca,,,,Barca Camp Nou,Barca,Available in 100 ml,,,,Men,,,,,,
Banana Republic,4.0,1,Lemon,Banana Republic Metal Rain,Banana Republic,Available in 75 ml,,,,Men and Women,,2020,,,,
Banana Republic,4.0,3,Bergamot,Banana Republic Black Walnut Legend,Banana Republic,Available in 100 ml,,,,Men,,,,,,
Kimora Lee Simmons,3.7,3,Jasmine,Baby Phat Luv Me,Kimora Lee Simmons,Available in 15 ml and 30 ml,,,,Women,,2011,,,,
Aubusson,,,,Aubusson Perfect Love Always,Aubusson,Available in 100 ml,,,,Women,,,,,,
Atelier Bloem,5.0,1,,Atelier Bloem Iris,Atelier Bloem,Available in 100 ml,,,,Men and Women,,,,,,
Atelier Bloem,,,,Atelier Bloem 1614,Atelier Bloem,Available in 100 ml,,,,Men and Women,,,,,,
Bond No. 9,5.0,3,Citrus,Astor Place,Bond No. 9,"Available in 1 ml, 50 ml, 100 ml and 200 ml","Mandarin zest, Violet leaves","Freesia, Iris (Orris), Poppy (red)","Teak, Amber, Musk",Women,,2009,,,,
Masaki Matsushima,,,Lemon,Art Mosaic,Masaki Matsushima,Available in 80 ml,,,,Women,,2012,,,,
Armaf,,,,Armaf Studio Parfum Fiesta,Armaf,Available in 80 ml,,,,Women,,2018,,,,
Tiziana Terenzi,5.0,3,Jasmine,Arethusa,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2014,,,,
Richard James,,,Bergamot,Aqua Aromatica So Citrus,Richard James,Available in 104 ml,,,,Men,,2019,,,,
Annick Goutal,4.8,4,Rose,Annick Goutal Rose Pompon,Annick Goutal,Available in 100 ml,,,,Women,,2016,,,,
Amouage,4.7,3,Cedar,Amouage Reflection,Amouage,Available in 100 ml and 300 ml,,,,Women,,2007,,,,
Amouage,5.0,4,Jasmine,Amouage Ciel,Amouage,Available in 100 ml and 300 ml,,,,Women,,2003,,,,
Essenza,,,Bergamot,Ambre Exclusif,Essenza,Available in 100 ml,,,,Women,,2019,,,,
Etro,5.0,1,,Ambra,Etro,Available in 100 ml,,,,Men and Women,,,,,,
Carner Barcelona,,,Bergamot,Ambar Del Sur,Carner Barcelona,Available in 100 ml,,,,Men and Women,,2018,,,,
The House of Oud,5.0,1,,Almond Harmony,The House of Oud,Available in 75 ml,,,,Men and Women,,2016,,,,
Canto,,,Bergamot,Alibi V,Canto,Available in 100 ml,,,,Men and Women,,2015,,,,
Al Haramain,4.0,4,Bergamot,Al Haramain Junoon Rose,Al Haramain,Available in 75 ml,,,,Women,,2019,,,,
Swiss Arabian,3.6,5,Bergamot,Al Amaken,Swiss Arabian,Available in 50 ml,,,,Men and Women,,,,,,
Ajmal,3.8,4,Lemon,Ajmal Vision,Ajmal,Available in 1 ml and 100 ml,,,,Women,,2010,,,,
Ajmal,4.5,4,Cedar,Ajmal Entice 2,Ajmal,Available in 1 ml and 75 ml,,,,Women,,2012,,,,
Ajmal,3.0,1,,Ajmal Aqua,Ajmal,Available in 100 ml,,,,Men,,,,,,
Ajmal,,,,Ajmal Amber Wood Noir,Ajmal,Available in 100 ml,,,,Men and Women,,,,,,
Ajmal,5.0,1,Bergamot,Ajmal Alia,Ajmal,Available in 75 ml,,,,Women,,2016,,,,
Etienne Aigner,3.5,2,fresh,Aigner Too Feminine,Etienne Aigner,Available in 100 ml,,,,Women,,,,,,
Etienne Aigner,,,,Aigner No. 1 Sport,Etienne Aigner,Available in 100 ml,,,,Men,,2013,,,,
Etienne Aigner,,,Cedar,Aigner No 1,Etienne Aigner,Available in 50 ml and 100 ml,,,,Men,,2012,,,,
Aigner,,,Jasmine,Aigner Icon,Aigner,Available in 100 ml,,,,Women,,2018,,,,
Etienne Aigner,,,Bergamot,Aigner First Class,Etienne Aigner,Available in 100 ml,,,,Women,,2016,,,,
Chopard,,,,Aigle Imperial,Chopard,Available in 95 ml,,,,Men,,,,,,
Loewe,4.7,10,Bergamot,Agua De Loewe,Loewe,"Available in 2 ml, 100 ml and 151 ml","Bergamot, Mandarin, Yuzu, Rosewood","Pepper (white), Maté, Tea (Ceylon)","Cedarwood (Atlas), Sandalwood (Indian), Amber (grey), Musk (white)",Women,,2000,,,,
Nishane,4.0,1,,Afrika Olifant,Nishane,Available in 50 ml,,,,Men and Women,,2015,,,,
Afnan,4.0,1,,Afnan Turathi,Afnan,Available in 90 ml,,,,Women,,,,,,
Adrienne Vittadini,4.0,1,Rose,Adrienne Vittadini Desire,Adrienne Vittadini,Available in 100 ml,,,,Women,,,,,,
Linn Young,,,Bergamot,Admiration Black,Linn Young,Available in 100 ml,,,,Men,,2009,,,,
Reyane Tradition,,,,Acqua Di Parisis Royale,Reyane Tradition,Available in 100 ml,,,,Men,,,,,,
Accendis,,,Cedar,Accendis 0.2,Accendis,Available in 100 ml,,,,Men and Women,,2015,,,,
Thalia Sodi,,,Vanilla,Absolute Amethyst,Thalia Sodi,Available in 2 ml and 100 ml,,,,Women,,2019,,,,
Creed,5.0,2,Bergamot,Aberdeen Lavander,Creed,Available in 2 ml and 100 ml,,,,Women,,2014,,,,
Trussardi,,,Bergamot,A Way For Her,Trussardi,Available in 100 ml,,,,Women,,2014,,,,
4711,2.0,2,,4711 Nouveau,4711,Available in 75 ml and 100 ml,,,,Women,,,,,,
ScentStory,3.0,1,Bergamot,24 Elixir Azur,ScentStory,"Available in 1 ml, 8 ml and 100 ml",,,,Men and Women,,2017,,,,
Carolina Herrera,,,,212 Vip Wins,Carolina Herrera,Available in 80 ml,,,,Women,,,,,,
Nino Cerruti,5.0,1,Cedar,1881 Amber,Nino Cerruti,"Available in 50 ml, 75 ml and 100 ml","Ozonic accord, Peppercorns (green), Violet leaves","Jasmine (transparent), Lavender, Rose (green)","Cedarwood, Vetiver Amber, Musks",Men,,2003,,,,
100 Bon,3.5,2,Lemon,100 Bon Bergamote & Rose Sauvage,100 Bon,"Available in 15 ml, 50 ml and 200 ml",,,,Men and Women,,2017,,,,
Onyrico,,,Bergamot,Zephiro,Onyrico,Available in 100 ml,,,,Men and Women,,2015,,,,
Zaien,,,,Zaien Bloom In Love,Zaien,Available in 100 ml,,,,Women,,,,,,
M. Micallef,4.8,8,Rose,Ylang In Gold,M. Micallef,"Available in 8 ml, 30 ml and 100 ml",,,,Women,,2012,,,,
Lorenzo Villoresi,,,,Yerbamate,Lorenzo Villoresi,Available in 100 ml,,,,Men and Women,,2001,,,,
Yardley,,,,Yardley Navy,Yardley,Available in 100 ml and 151 ml,,,,Men,,,,,,
Yardley London,4.7,3,Bergamot,Yardley Equity,Yardley London,Available in 100 ml and 151 ml,,,,Men,,2004,,,,
Myrurgia,,,,Yacht Man Victory,Myrurgia,Available in 100 ml,,,,Men,,,,,,
Xerjoff,,,Bergamot,Xerjoff Soprano,Xerjoff,Available in 50 ml,,,,Women,,2019,,,,
Xerjoff,,,Cedar,Xerjoff Laylati,Xerjoff,Available in 100 ml,,,,Men and Women,,2011,,,,
Xerjoff,,,Rose,Xerjoff Esquel,Xerjoff,Available in 50 ml,,,,Women,,2009,,,,
Etienne Aigner,5.0,1,fresh,X Limited,Etienne Aigner,Available in 125 ml,,,,Men,,1997,,,,
Memo,5.0,2,Bergamot,Winter Palace,Memo,Available in 75 ml,,,,Men and Women,,2019,,,,
Kian,,,,Wink Black,Kian,Available in 100 ml,,,,Men,,,,,,
William Rast,,,,William Rast Rebel,William Rast,Available in 90 ml,,,,Men,,,,,,
Elizabeth Arden,5.0,1,Rose,White Tea Wild Rose,Elizabeth Arden,Available in 100 ml,,,,Women,,2019,,,,
Tom Ford,4.5,33,Bergamot,White Patchouli,Tom Ford,Available in 50 ml and 100 ml,"Bergamot, Coriander","Jasmine, Peony (white), Rose","Patchouli (white), Woody accord, Ambrette seeds",Women,,2008,,,,
Khususi,,,Bergamot,White Gold 24 Carat,Khususi,Available in 100 ml,,,,Men and Women,,,,,,
Kilian,,,fresh,Water Calligraphy,Kilian,Available in 50 ml,,,,Women,,2012,,,,
Kajal,,,Patchouli,Warek,Kajal,Available in 100 ml,,,,Men and Women,,2017,,,,
Juicy Couture,4.4,10,Floral,Viva La Juicy Glace,Juicy Couture,"Available in 5 ml, 8 ml, 50 ml and 100 ml",,,,Women,,2017,,,,
Acca Kappa,,,Rose,Virginia Rose,Acca Kappa,Available in 100 ml,,,,Women,,2013,,,,
Rihanah,5.0,1,,Vip Oud,Rihanah,Available in 100 ml,,,,Men and Women,,,,,,
Victoria's Secret,5.0,8,Rose,Victoria's Secret Temptation,Victoria's Secret,Available in 240 ml and 248 ml,,,,Women,,2019,,,,
Victoria's Secret,,,,Victoria's Secret Glamour,Victoria's Secret,Available in 50 ml and 100 ml,,,,Women,,2013,,,,
Victoria's Secret,4.4,5,fresh,Victoria's Secret Eau So Sexy,Victoria's Secret,"Available in 7 ml, 8 ml, 50 ml, 75 ml and 100 ml",,,,Women,,2014,,,,
Bois 1920,3.9,7,Bergamot,Vetiver Ambrato,Bois 1920,Available in 1 ml and 100 ml,,,,Women,,2005,,,,
Nobile 1942,,,Bergamot,Vespri Aromatico,Nobile 1942,Available in 75 ml,,,,Men and Women,,2013,,,,
Carolina Herrera,,,,Very Good Girl Glam,Carolina Herrera,Available in 50 ml,,,,Women,,,,,,
Versace,,,,Versace Ladies Couture Jasmin,Versace,Available in 100 ml,,,,Women,,,,,,
Vermeil,,,Jasmine,Vermeil Double Black,Vermeil,Available in 100 ml,,,,Men,,,,,,
Bois 1920,,,Patchouli,Vento Di Fiori,Bois 1920,Available in 1 ml and 100 ml,,,,Women,,2008,,,,
Carven,5.0,1,Earthy Greens,Variations,Carven,"Available in 8 ml, 50 ml and 100 ml","Jasmine (Egyptian), Mulberry, Rose (Oriental), Blackcurrant buds (Cassis), Mango, Peach, Pear, Plum(EdP), Raspberry","Lilac, Lily of the Valley (Muguet), Violet, Tea","Cedarwood (Virginia), Patchouli, Sandalwood, Amber, Modern musks, Vanilla",Women,,2000,,,,
Annick Goutal,,,Vanilla,Vanille Exquise,Annick Goutal,Available in 2 ml and 100 ml,,,,Women,,2004,,,,
Frederic Malle,5.0,1,Bergamot,Une Fleur De Cassie,Frederic Malle,Available in 1 ml and 100 ml,,,,Women,,2000,,,,
Serge Lutens,,,,Un Bois Vanille,Serge Lutens,Available in 50 ml,"BODY ACCORD, Guaïac wood, Sandalwood, Almond","SUBTLETY ACCORD, Iris (Orris), Styrax, Beeswax, Licorice, Vanilla (black)","SWEETNESS ACCORD, Rose, Musk (powdery), Tonka bean, Coconut milk",Men and Women,,2003,,,,
Laurent Mazzone,5.0,1,,Ultimate Seduction,Laurent Mazzone,Available in 1 ml and 100 ml,,,,Women,,,,,,
Xerjoff,5.0,1,Citrus,Uden,Xerjoff,Available in 50 ml,,,,Men,,2009,,,,
Trojan,,,,Trojan For All,Trojan,"Available in 2 ml, 50 ml and 100 ml",,,,Men and Women,,2020,,,,
Lancome,4.8,94,,Tresor Midnight Rose,Lancome,"Available in 30 ml, 50 ml and 75 ml","Pepper (rose / pink), Blackcurrant buds (Cassis), Raspberry","Jasmine, Peony, Rose","Cedarwood (Virginia), Musks, Vanilla",Women,,2011,,,,
Simone Cosac Profumi,,,Bergamot,Trama Nera,Simone Cosac Profumi,Available in 60 ml and 100 ml,,,,Women,,2012,,,,
Tiziana Terenzi,,,Vanilla,Tiziana Terenzi Velorum,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2017,,,,
Tiziana Terenzi,,,,Tiziana Terenzi Tempel,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2019,,,,
Tiziana Terenzi,5.0,1,Patchouli,Tiziana Terenzi Siene,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2019,,,,
Tiziana Terenzi,,,Rose,Tiziana Terenzi Mirach,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2018,,,,
Tiziana Terenzi,5.0,5,Cedar,Tiziana Terenzi Laudano Nero,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2014,,,,
Tiziana Terenzi,,,Lemon,Tiziana Terenzi Hale Bopp,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2019,,,,
Tiziana Terenzi,,,Vanilla,Tiziana Terenzi Eclix,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2017,,,,
Tiziana Terenzi,,,Vanilla,Tiziana Terenzi Cas,Tiziana Terenzi,Available in 8 ml and 100 ml,,,,Men and Women,,2017,,,,
Tiziana Terenzi,,,Patchouli,Tiziana Terenzi Caput Mundi,Tiziana Terenzi,Available in 100 ml,,,,Women,,2018,,,,
Tiziana Terenzi,,,,Tiziana Terenzi Afrodite,Tiziana Terenzi,Available in 100 ml,,,,Women,,2018,,,,
Victory International,,,,Thrill,Victory International,Available in 100 ml,,,,Women,,,,,,
Histoires De Parfums,,,Rose,This Is Not A Blue Bottle 1.3,Histoires De Parfums,Available in 120 ml,,,,Men and Women,,2017,,,,
Antonio Banderas,4.5,4,Bergamot,The Secret Temptation,Antonio Banderas,Available in 100 ml and 200 ml,,,,Men,,2017,,,,
Atkinsons,,,Vanilla,The Other Side Of Oud,Atkinsons,Available in 100 ml,,,,Men and Women,,2019,,,,
Alexandre J,,,Bergamot,The Majestic Vanilla,Alexandre J,Available in 100 ml,,,,Men and Women,,2020,,,,
La Rive,5.0,1,Lemon,The Hunting Man,La Rive,Available in 75 ml,,,,Men,,2017,,,,
The House of Oud,5.0,2,Bergamot,The House Of Oud Just Before,The House of Oud,Available in 75 ml,,,,Men and Women,,,,,,
Fanette,5.0,1,Rose,The Fatale Rose,Fanette,Available in 50 ml,,,,Men and Women,,2016,,,,
Tequila Perfumes,,,,Tequila Pour Femme Red,Tequila Perfumes,Available in 100 ml,,,,Women,,,,,,
Sawalef,,,Lemon,Tamuh,Sawalef,Available in 80 ml and 100 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,Bergamot,Swiss Arabian Walaa,Swiss Arabian,Available in 50 ml,,,,Men and Women,,,,,,
Swiss Arabian,1.0,1,,Swiss Arabian Noora,Swiss Arabian,"Available in 20 ml, 50 ml and 197 ml",,,,Women,,,,,,
Swiss Arabian,4.0,1,Lemon,Swiss Arabian Noon,Swiss Arabian,Available in 100 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,,Swiss Arabian Musk 01,Swiss Arabian,Available in 50 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,,Swiss Arabian Muattar Sultan,Swiss Arabian,Available in 100 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,Rose,Swiss Arabian Muattar Angham Dhahabi,Swiss Arabian,,,,,Men and Women,,,,,,
Swiss Arabian,,,Patchouli,Swiss Arabian Layali El Ons,Swiss Arabian,Available in 95 ml,,,,Women,,,,,,
Swiss Arabian,5.0,1,Rose,Swiss Arabian Hayaa,Swiss Arabian,Available in 12 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,fresh,Swiss Arabian Edge,Swiss Arabian,Available in 100 ml,,,,Men,,2013,,,,
Swiss Arabian,,,Rose,Swiss Arabian Malaki Bakhoor,Swiss Arabian,,,,,Men and Women,,,,,,
Swiss Arabian,5.0,1,Lemon,Swiss Arabian Bakhoor Dukhoon Al Haram,Swiss Arabian,,,,,Men and Women,,2015,,,,
